sold_date|city|num_bed|year_built|askprice|longtitude|num_room|num_bath|living_area|data_code|address|latitude|property_type|num_parking|sellingprice 
2011-03-30|Kirkland|4| 1972|334500|-73.871176900000000000||2|92.90|208979|28 rue Marcel Méloche|45.452587700000000000|Bungalow||
2011-01-15|Le Plateau-Mont-Royal|3| 2002|449000|-73.586959000000000000||1|116.13|188761|5416, rue Garnier|45.535681800000000000|Condo||
2010-11-03|Rivière des Prairies|2| 1993|175000|-73.600716590881350000||1|92.90|207617|12275 Rene Chopin Condo 5|45.632135814447594000|Condo||
2010-10-03|Le Plateau-Mont-Royal|2| 2006|359000|-73.592691421508790000||1|98.01|208873|5511 Rue St-André|45.531988684096795000|Condo||
2011-04-26|Lasalle|1| 1991|143000|-73.624092600000000000||1|63.55|211409|11A 65E Avenue|45.415623500000000000|Condo||
2010-11-01|Pierrefonds / Roxboro|2| 2005|222000|-73.854217529296870000||1|98.48|210717|14409 Rue Jolicoeur Condo 204|45.488027410913900000|Condo||
2011-02-10|Villeray / St-Michel / Parc-Extension|2| 2008|236000|-73.628280000000000000||1|72.74|213356|418-5, rue St-Roch|45.531479700000000000|Condo||
2010-10-31|Le Plateau-Mont-Royal||||-73.584460500000000000||1|139.35|208887|4441 de Bullion|45.521225400000000000|Maison 2 étages||
2011-01-17|Pointe-Aux-Trembles / Montréal-Est|| 2004|183500|-73.490785200000000000||1|87.33|211269|302-560 boul. Tricentenaire|45.649411500000000000|Condo||
2010-11-07|Rosemont / La Petite Patrie|2| 1986|249900|-73.560350100000000000||1||213500|4240 # 202 De Chambly|45.550668500000000000|Condo||
2011-03-03|Le Plateau-Mont-Royal|2| 1991|279000|-73.573622400000000000||1|65.03|212530|4080  Condo 5 Avenue Parc Lafontaine|45.524957400000000000|Condo||
2010-11-02|Ville-Marie (Centre-Ville et Vieux Mtl)|2| 2005|232000|-73.560168700000000000||1|98.85|212335|2160 de rouen app 2|45.530361400000000000|Condo||
2011-04-13|Le Plateau-Mont-Royal|2| 2000|395000|-73.587297500000000000|5.5|1|107.49|210981|5421 rue Garnier|45.535873300000000000|Condo||
2013-05-07|Ahuntsic / Cartierville|3||564900|-73.722255900000000000||2||211021|12398 Ranger|45.533063200000000000|Triplex||
2010-11-17|Ville-Marie (Centre-Ville et Vieux Mtl)|2| 1910|325000|-73.558101654052730000||1||211254|2517 rue Bercy|45.537196800199130000|Condo||
2010-12-23|Outremont|2| 2002|529000|-73.614828900000000000||2| 131.1|210800|1190 Ducharme, apt #3|45.523486200000000000|Condo||
2011-02-07|Ahuntsic / Cartierville|| 1954|225000|-73.686238825321200000||4|153.29|211789|11715 Letellier|45.541538407103540000|Maison 2 étages||
2012-05-04|Rosemont / La Petite Patrie|2| 1990||-73.555413000000000000|4|1| 100.18|211090|405-5115,  boulevard de L'assomption|45.572005700000000000|Condo|1|
2011-06-14|Kirkland|4| 2000|589000|-73.841064800000000000||3|189.52|211058|12 Renaud|45.454696200000000000|Maison 2 étages||
2010-10-07|Rosemont / La Petite Patrie|2| 2003|235000|-73.566976300000000000||1|79.53|211047|3034, avenue Mont-Royal Est|45.545007500000000000|Condo||
2010-10-15|Ahuntsic / Cartierville|5||420000|-73.644436400000000000||2||208924|9335-9337 Christophe-Colomb|45.557439200000000000|Duplex||
2011-03-15|Mercier / Hochelaga / Maisonneuve|| 1984|449000|-73.568465709686280000||2|165.00|208502|7183 Pierre Gadois|45.596571266984070000|Maison 2 étages||
2010-12-17|Le Plateau-Mont-Royal|2| 2001|389000|-73.593656200000000000||1||212766|5211 Avenue DeGaspé Apt. #3|45.525958200000000000|Condo||
2010-10-30|Rosemont / La Petite Patrie|1| 2009|215000|-73.587902400000000000||1|72.56|208063|1850 des Carrières|45.539713100000000000|Condo||
2011-05-02|Mercier / Hochelaga / Maisonneuve|6|||-73.512236100000000000||3||208965|536 Avenue Meese|45.607342800000000000|Duplex||
2010-11-26|Mercier / Hochelaga / Maisonneuve|3| 2007|388500|-73.536586200000000000||1|115.20|211160|3133 Anne-Hébert|45.588363400000000000|Maison en rangée / de ville||
2011-02-25|Mercier / Hochelaga / Maisonneuve|2| 1900|199000|-73.530274400000000000||1|104.05|211377|538 Leclaire|45.554872400000000000|Condo||
2010-10-26|Rosemont / La Petite Patrie|||492000|-73.615839100000000000||||208949|251 Rue St-Zotique Ouest|45.528992500000000000|Triplex||
2011-05-20|Villeray / St-Michel / Parc-Extension|1| 2008||-73.621959686279300000||1|66.43|211141|7059 ave Durocher app102|45.528659145043044000|Condo||
2011-01-12|Rosemont / La Petite Patrie|1| 2000|194000|-73.593781000000000000||1|57.23|211069|6460, Rue des Érables app 206|45.546132600000000000|Condo||
2010-11-26|Ahuntsic / Cartierville|||685000|-73.668991300000000000||2||214562|10675 Avenue d'Auteuil|45.552878200000000000|Duplex||
2010-10-20|Ahuntsic / Cartierville|1| 1984|259000|-73.627872800000000000||1|0|214412|8552 Avenue André-Grasset|45.554289500000000000|Condo||
2010-10-22|Mercier / Hochelaga / Maisonneuve|12||525000|-73.522582500000000000||4||208389|8105-8111, A.-A.-Desroches|45.594611300000000000|Quadruplex||
2010-11-24|Rosemont / La Petite Patrie|||449000|-73.565318900000000000||||212126|5101, 5103, 5105 d'orléans|45.555824900000000000|Triplex||
2010-10-14|Villeray / St-Michel / Parc-Extension|1||484000|-73.627921100000000000||2||211980|7980-7982 rue Drolet|45.541368700000000000|Duplex||
2010-12-05|Lachine|| 1993|350000|-73.690752983093260000||1|130.06|213331|1095, Louis-Basile-Pigeon|45.445770606641965000|Jumelé||
2010-11-08|Rosemont / La Petite Patrie|| 2003|510000|-73.567347000000000000||1|121.70|214642|4788 8e avenue |45.547020400000000000|Maison en rangée / de ville||
2010-11-22|Rosemont / La Petite Patrie|3| 2004|469000|-73.561690000000000000||1|136.66|214583|4051 rue Emile Vanier Appt6|45.546250000000000000|Condo||
2011-02-06|Ville-Marie (Centre-Ville et Vieux Mtl)|3| 1900|345000|-73.562089700000000000||1|122.17|213834|1855 Amherst|45.519795600000000000|Condo||
2010-11-13|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 2007|498000|-73.552995000000000000||1|140.75|210996|969, rue St-Timothée, Suite 101|45.514978000000000000|Condo||
2010-11-04|Le Plateau-Mont-Royal|| 1900||-73.572745700000000000||1|157.94|213784|4070 avenue du parc lafontaine|45.524665400000000000|Condo||
2011-01-22|L'île-Bizard / Sainte-Geneviève|2||69500|-73.926087500000000000||1|85.84|165493|61 rue Fernand|45.478166400000000000|Maison mobile||
2010-10-18|Rosemont / La Petite Patrie|2| 1997|376900|-73.564870400000000000||1|125.42|213831|4682 Henri-Deslongchamps condo 6|45.553424700000000000|Condo||
2010-11-08|Verdun|2| 1922|229000|-73.564522000000000000||1|92.53|213526|40, 4e avenue|45.456529000000000000|Condo||
2011-05-27|Le Plateau-Mont-Royal|| 1900||-73.582141400000000000||1|111.48|210632|4383, Henri Julien|45.522132000000000000|Maison en rangée / de ville||
2010-11-13|Montréal-Nord|3| 1970|199900|-73.626705400000000000||1|203.46|212866|5990 Villeneuve |45.618362400000000000|Maison 2 étages||
2011-03-21|Lachine||||0.000000000000000000||||243859|1675, Remembrance|0.000000000000000000|||
2011-03-21|Lachine||||0.000000000000000000||||243858|1675, Remembrance|0.000000000000000000|||
2010-12-08|Rosemont / La Petite Patrie|4| 1955|339000|-73.573687900000000000||2|170.20|213497|4360 rue de Bellechasse|45.564009600000000000|Maison 2 étages||
2011-03-24|Mercier / Hochelaga / Maisonneuve|2| 1924|189000|-73.547681900000000000||1|74.32|213771|2089 Darling|45.542731400000000000|Condo||
2010-12-07|Rosemont / La Petite Patrie|2| 2004|265000|-73.576168900000000000||1|97.18|211240|5379 rue Bélanger|45.577840100000000000|Condo||
2010-12-01|Saint-Laurent|4||386000|-73.689199500000000000||2||213621|1460-1464 Gohier|45.517405700000000000|Duplex||
2011-03-05|Lachine|5| 1956|879000|-73.704442600000000000||3|222.97|213467|334 - 44e avenue|45.436969500000000000|Bungalow||
2011-01-20|Ville-Marie (Centre-Ville et Vieux Mtl)|3| 1893|349900|-73.547373600000000000||1|147.53|213493|2377 rue Sainte Catherine Est|45.528045800000000000|Condo||
2012-03-27|Rosemont / La Petite Patrie|| 1969|469000|-73.615434000000000000||2|138.43|213820|6910 Clark Suite 7|45.532494200000000000|Loft||
2010-10-26|Ahuntsic / Cartierville|3| 1985|309900|-73.648581200000000000||1|111.48|214135|1601 Louis Alphonse Venne  202|45.561810700000000000|Condo||
2010-11-19|Saint-Laurent|2| 1977|199750|-73.672374300000000000||1|80.36|210806|750 Montpellier app.603|45.519652300000000000|Condo||
2011-04-01|L'île-Bizard / Sainte-Geneviève|2| 1977|79900|-73.924904600000000000||1|78.04|214015|11 rue Roger|45.478307100000000000|Maison mobile||
2010-11-30|Ville-Marie (Centre-Ville et Vieux Mtl)|| 2003|225000|-73.568744659423830000||1||213887|2055 rue de Bleury #205|45.509158971570780000|Condo||
2010-12-18|Mercier / Hochelaga / Maisonneuve|3| 1910|234900|-73.538367400000000000||1|92.90|212569|1844 Letourneux|45.552142200000000000|Condo||
2010-09-29|Côte-des-Neiges / Notre-Dame-de-Grâce|| 2009||-73.651884900000000000||1|65.31|207891|5025 Rue Paré, Unité 109 |45.498924700000000000|Condo||
2010-12-12|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 1900|179000|-73.556085100000000000||1|59.46|208090|1379 Maisonneuve Est App. A|45.520910500000000000|Condo||
2011-04-01|Le Plateau-Mont-Royal|1| 1990||-73.577274700000000000||1||207629|4410 de la roche|45.528140600000000000|Condo||
2010-10-04|Verdun|1| 1990|244500|-73.578847100000000000||1|78.04|207217|4400, boulevard Champlain, app. 107|45.460193900000000000|Condo||
2011-01-07|Rosemont / La Petite Patrie|4||290000|-73.589987754821780000||2|113.71|206300|5743, 5745, 5747,  rue Cartier |45.540699419156790000|Condo||
2010-10-26|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 2009|212000|-73.567457199096680000||1|53.05|207216|1200 St Alexandre, #428|45.505354372076060000|Loft||
2011-03-06|Anjou|7||518400|-73.551868200302120000||3||204353|6115, Avenue du Bocage|45.592964772919750000|Triplex||
2010-11-09|Le Sud-Ouest|3| 1900|529000|-73.563705700000000000||1|173.91|206383|2481 Ryde|45.477000200000000000|Condo||
2010-10-23|Le Plateau-Mont-Royal|2| 2005|318000|-73.591667900000000000||1|98.01|202352|5480 Rue de Mentana|45.532230200000000000|Condo||
2012-01-03|Le Plateau-Mont-Royal|3|||-73.567167700000000000|8|1|162.58|202566|4052 Dorion|45.531110700000000000|Condo||
2012-10-01|Côte-des-Neiges / Notre-Dame-de-Grâce|2| 2005||-73.644912300000000000||2|98.48|213509|306-6840, avenue Fielding|45.465380400000000000|Condo||
2010-10-10|Lasalle|4| 2007|439000|-73.609814643859860000||2|217.39|204588|823, rue Raymond, LaSalle|45.424690565370710000|Maison 3 étages||
2010-08-28|Mercier / Hochelaga / Maisonneuve|2||342000|-73.514492700000000000||1||199047|9325-9327  Souligny|45.607673200000000000|Duplex||
2010-09-28|Verdun|3| 2007|324000|-73.575679700000000000||2|139.35|205435|4063 rue Bannantyne, # 101|45.463301800000000000|Condo||
2010-11-16|Ahuntsic / Cartierville|1| 1985|259000|-73.627409300000000000||1|85.28|204234|8528 Avenue André-Grasset|45.554081100000000000|Condo||
2010-09-10|Ville-Marie (Centre-Ville et Vieux Mtl)|2| 2006|259500|-73.559965800000000000||1|102.19|202621|2170 de Rouen #3|45.530581800000000000|Condo||
2011-02-28|Villeray / St-Michel / Parc-Extension|3|||-73.615155900000000000||3||190649|7192-7194-7196 Rue St-Denis|45.538529700000000000|Triplex||
2010-08-31|Rosemont / La Petite Patrie|2| 2004|199000|-73.576375000000000000||1||202928|6950 Terrasse Sagamo|45.578253300000000000|Condo||
2010-11-20|Pierrefonds / Roxboro|| 1964|347000|-73.844336700000000000||1|125.09|202891|5128 Alma / NOUVEAU PRIX. |45.508088100000000000|Maison 2 étages||
2011-01-16|Pointe-Aux-Trembles / Montréal-Est|3| 1988|289000|-73.513334400000000000||2|130.06|202843|3780, 44e Avenue|45.667491500000000000|Jumelé||
2010-10-09|Le Sud-Ouest|3||435000|-73.600334300000000000||2||202572|6690 rue Jogues|45.450372200000000000|Duplex||
2010-12-10|Rosemont / La Petite Patrie|3| 1950|450000|-73.570246696472170000||1|114.46|204540|6065 31e avenue Rosemont |45.566137017660460000|Maison 2 étages||
2010-11-04|Mercier / Hochelaga / Maisonneuve|2| 2003|249000|-73.552625600000000000||1|78.04|202756|2700 Charlemagne APT 201|45.552378000000000000|Condo||
2010-11-07|Le Plateau-Mont-Royal|1| 1910|249000|-73.567081900000000000||1|69.77|204184|2123 Rachel Est App .2|45.533125000000000000|Condo||
2010-09-26|Ville-Marie (Centre-Ville et Vieux Mtl)|2| 1992|199000|-73.560281900000000000||1|60.39|199531|2025 De Champlain Apt.308|45.525213600000000000|Condo||
2010-12-09|Saint-Laurent|| 1994|448000|-73.700832400000000000||1|195.10|203306|1466 Rue De L'Everest|45.511042200000000000|Maison en rangée / de ville||
2010-10-02|Dollard-Des-Ormeaux|| 1973|215000|-73.837437629699700000||1|117.06|206876|117 Barnett|45.479211476869550000|Maison en rangée / de ville||
2010-10-05|Le Plateau-Mont-Royal|2| 1994|239900|-73.594101800000000000||1|93.83|206803|102-5405, rue Drolet|45.528151800000000000|Condo||
2011-01-11|Mercier / Hochelaga / Maisonneuve|2| 2005|238900|-73.536601066589350000||1||205709|5915 Hochelaga Appt. 201|45.572415948321920000|Condo||
2010-12-30|Villeray / St-Michel / Parc-Extension|1| 2008|229000|-73.621920400000000000||1|63.55|214093|7680 Lajeunesse app 302|45.541874100000000000|Condo||
2010-10-27|Le Plateau-Mont-Royal|2||489000|-73.574925200000000000||2||206948|3995-3997 Rivard|45.521115900000000000|Duplex||
2010-11-16|Rosemont / La Petite Patrie|7||379000|-73.599677400000000000||3||206847|6307-6311 Christophe-Colomb |45.537015800000000000|Triplex||
2011-05-06|Rosemont / La Petite Patrie|2| 1988||-73.564467600000000000||1|97.55|206506|4540 Euclide Brien Apt 402|45.549275500000000000|Condo||
2010-12-10|Villeray / St-Michel / Parc-Extension|2| 1989|299000|-73.632970300000000000||1||213954|8355 rue Berri apt.4|45.544438200000000000|Condo||
2010-09-12|Rosemont / La Petite Patrie|2| 1995|298000|-73.610637200000000000||1|88.54|204157|6973 Ste-André|45.540164700000000000|Condo||
2010-09-21|Saint-Laurent|| 1951|349000|-73.663543600000000000||1|119.66|205784|125 rue Hébert|45.510879800000000000|Maison 2 étages||
2010-09-05|Ahuntsic / Cartierville|3| 1916|469000|-73.651637300000000000||2|124.86|204368|10 333 rue De St-Firmin|45.570595300000000000|Maison 2 étages||
2010-10-15|Verdun|2| 2006|264900|-73.575723700000000000||1|99.50|205390|981, rue de l'Église, unité #202|45.463213300000000000|Condo||
2010-10-01|Lachine|2| 2006|382500|-73.681290500000000000||1|130.06|204504|465 19e Avenue|45.437126500000000000|Jumelé||
2010-09-28|Verdun|4||349000|-73.567890200000000000||2||206555|5376-5378 Wellington|45.452932400000000000|Duplex||
2010-09-18|Ahuntsic / Cartierville|2||569000|-73.674054700000000000||1||205688|10790, Meunier|45.547147300000000000|Duplex||
2010-09-14|Mercier / Hochelaga / Maisonneuve|3| 1987|339000|-73.550024100000000000||1|167.23|203136|2940 Thomas-Valin|45.537945800000000000|Maison en rangée / de ville||
2010-11-13|L'Ile Des Soeurs|2| 1987|299000|-73.550643700000000000||1||203015|523 de la Noue|45.461811900000000000|Condo||
2010-11-30|Lachine|4||275000|-73.679145300000000000||1|100.43|204999|581 17ème Avenue|45.439863300000000000|Jumelé||
2012-03-31|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 1987|229000|-73.553182482719420000|4|1||202688|101-1550, rue Dorion|45.524293993648860000|Condo||
2010-09-30|Pointe-Aux-Trembles / Montréal-Est|2| 1983|185000|-73.479995727539060000||1| 86.28|169999|16415 Rue Bureau app#5|45.701743635242540000|Condo||
2010-10-07|Côte-des-Neiges / Notre-Dame-de-Grâce|6||459000|-73.631494000000000000||2||204055|3881-3883 de la Peltrie|45.498358600000000000|Duplex||
2011-02-09|Lachine|3| 1991|305000|-73.696327100000000000||2|116.13|205718|3538 Edgar-Leduc|45.447002500000000000|Maison en rangée / de ville||
2010-11-16|Saint-Laurent|3| 2010|339000|-73.717317581176760000||1|127.74|207635|2727 rue des Équinoxes|45.514075997853844000|Condo||
2010-10-21|Rosemont / La Petite Patrie|2| 2006|264900|-73.567670400000000000||1|78.41|207324|3043 Gilford|45.546968100000000000|Condo||
2010-11-15|Ahuntsic / Cartierville|4| 2010|645000|-73.697598400000000000||2|188.22|207294|1596 rue Viel|45.543185900000000000|Jumelé||
2011-02-26|Villeray / St-Michel / Parc-Extension|2||389900|-73.623481100000000000||1||207175|174 Faillon O. app. 101|45.534157400000000000|Condo||
2010-09-30|Côte-des-Neiges / Notre-Dame-de-Grâce|2| 1950|184900|-73.627238273620600000||1|74.14|206348|6-2645, avenue Barclay|45.511700240625345000|Condo||
2011-01-26|Lachine|| 2007|369000|-73.695044517517090000||2|125.42|205392|1017 Gameroff|45.446162018645340000|Maison en rangée / de ville||
2010-12-02|Rosemont / La Petite Patrie|3| 2008|409000|-73.564753532409670000||1|115.76|204208|4315 André-Laurendeau app 1|45.543779529490650000|Condo||
2010-10-14|Le Plateau-Mont-Royal|| 1885|629000|-73.573919700000000000||1|133.78|205472|3827 Henri-julien|45.518404600000000000|Maison 2 étages||
2011-04-13|Le Sud-Ouest|2| 1989|422000|-73.572595600000000000||2|114.46|202541|2835 rue St-Charles, app. 302|45.477491100000000000|Condo||
2010-10-21|Côte-des-Neiges / Notre-Dame-de-Grâce|2| 1988|209000|-73.632579400000000000||1.5| 79.7|204252|4455 avenue Bourret app 404 |45.495644000000000000|Condo||
2010-10-06|Le Plateau-Mont-Royal|2| 2006|349000|-73.588546000000000000||1|102.84|205459|1277 Rue St-Grégoire|45.534453600000000000|Condo||
2011-02-03|Côte-des-Neiges / Notre-Dame-de-Grâce|3| 1930|279000|-73.620895300000000000||1||204226|3377 Jean-Brillant|45.497100800000000000|Condo||
2010-11-10|Pointe-Aux-Trembles / Montréal-Est|3| 1970|179000|-73.505500800000000000||1||203042|1832 Rue Versailles|45.650895100000000000|Maison en rangée / de ville||
2010-11-23|Mercier / Hochelaga / Maisonneuve|2| 2008|244900|-73.533881500000000000||1|92.62|203933|7401 Rue De Marseille app 412|45.590795600000000000|Condo||
2010-11-07|Le Plateau-Mont-Royal|2| 1927|369000|-73.582208800000000000||1|91.04|204674|5032 rue Garnier montreal|45.533475200000000000|Condo||
2011-01-14|Outremont|| 1921||-73.616466900000000000||3|236.90|204572|702 Hartland|45.514514400000000000|Jumelé||
2011-03-08|Le Sud-Ouest|2| 2009|309000|-73.567821979522700000||1|94.76|202390|2434-B Rue de Chateauguay  Unité 3|45.477992783604090000|Condo||
2010-09-24|Ahuntsic / Cartierville|2| 2001|278000|-73.641829490661620000||1|92.90|199426|384 rue Farly|45.545582882468410000|Condo||
2010-11-27|Côte-des-Neiges / Notre-Dame-de-Grâce|2| 2009|229000|-73.631315231323240000||1||199350|2908 ch. de Bedford  Unité 7|45.509986024390140000|Condo||
2010-09-13|Westmount|3| 1988|790000|-73.597057800000000000||2|230.40|204852|4700 Ste Catherine suite 605|45.478067900000000000|Condo||
2011-01-27|Mercier / Hochelaga / Maisonneuve|| 1959||-73.524968326091770000||2|110.00|202824|2745 St-Donat|45.598808317923364000|Bungalow||
2010-09-30|Mercier / Hochelaga / Maisonneuve|2| 2000|174900|-73.512521000000000000||1||204214|533 Ave Meese|45.607423900000000000|Condo||
2010-11-10|Anjou|3| 2001|369000|-73.542566299438000000||1|116.78|114332|6790 Rue Charles-Goulet|45.614847912556000000|Maison en rangée / de ville||
2010-10-20|Ahuntsic / Cartierville|2| 2002|329000|-73.684186935424800000||1|117.06|207404|107-11825 Avenue Norwood|45.547927154855170000|Condo||
2014-08-07|Ville-Marie (Centre-Ville et Vieux Mtl)|||489000|-73.564195632934570000||||205787|303, avenue Émery|45.514211322778190000|Commercial / Appartement||
2010-08-29|Le Plateau-Mont-Royal|2| 2006|359000|-73.592944800000000000||1||203329|902 Gilbert-Langevin|45.532298100000000000|Condo||
2011-03-24|Mercier / Hochelaga / Maisonneuve|2| 1924|175000|-73.536947600000000000||1|74.32|206396|4453 rue Lafontaine|45.553261700000000000|Condo||
2010-09-27|Le Plateau-Mont-Royal|| 2004|295000|-73.590430400000000000||1|93.27|205931|5233 Rue Berri App.5|45.529077700000000000|Condo||
2010-09-20|Anjou|2| 2004|249000|-73.589344024658200000||1|91.14|205713|7181 De L'Impasse De La Boulance app 6|45.608783878788050000|Condo||
2010-10-18|Villeray / St-Michel / Parc-Extension|1| 1926|364000|-73.623559800000000000||1|139.35|205516|322 rue Villeray|45.539886600000000000|Condo||
2010-11-15|Le Plateau-Mont-Royal|2| 1999|555000|-73.585224600000000000||1|106.84|205415|411-1200 ave Laurier Est|45.531867200000000000|Penthouse||
2012-01-12|Pointe-Aux-Trembles / Montréal-Est|3| 1995|259900|-73.501389200000000000||1|111.48|204837|14845, rue Sherbrooke Est|45.679885300000000000|Maison en rangée / de ville||
2010-10-20|Le Plateau-Mont-Royal|2| 1920|339000|-73.571659200000000000||1|89.19|205323|4402 rue de bordeaux|45.533904700000000000|Condo||
2011-01-27|Villeray / St-Michel / Parc-Extension|2| 2010|185000|-73.618944000000000000||1|87.33|204260|Bureau des ventes: 7543, rue St-André|45.543777700000000000|Condo||
2010-11-30|Le Sud-Ouest|2| 2009|225000|-73.563517900000000000||1|91.70|204223|104-1971, Centre|45.482046600000000000|Condo||
2010-10-22|Pointe-Aux-Trembles / Montréal-Est|3| 1989|259000|-73.482270240783690000||2|449.28|205280|15990 Rue Belle-Rive|45.694669843547246000|Maison 2 étages||
2010-11-21|Ville-Marie (Centre-Ville et Vieux Mtl)|2| 2006|279900|-73.559732437133790000||1||207352|5-2160, rue De Rouen|45.530222474607434000|Condo||
2010-11-18|Rosemont / La Petite Patrie|2| 1989||-73.561663627624510000||1|93.46|195824|4201 Boulevard St-Michel Condo 102|45.547746829680980000|Condo||
2010-11-08|Le Plateau-Mont-Royal|1| 1994|229000|-73.584048900000000000||1||204341|4401 Av Colonial app 2|45.520391600000000000|Condo||
2010-10-28|Rosemont / La Petite Patrie|2| 2001|239900|-73.564149700000000000||1|95.50|204848|4670 18 ième Avenue / PRIX NÉGOCIABLE.|45.553955100000000000|Condo||
2010-12-21|Mercier / Hochelaga / Maisonneuve|2| 1999|189900|-73.513229600000000000||1||206709|567 Meese|45.607573000000000000|Condo||
2011-01-22|Côte-des-Neiges / Notre-Dame-de-Grâce|4| 1956|429000|-73.651083300000000000||2|118.08|198157|7092 ave. Chester|45.463635600000000000|Condo||
2011-04-06|Côte-des-Neiges / Notre-Dame-de-Grâce|2| 1932|539000|-73.620071500000000000||2|143.81|207712|5615 Canterbury|45.505750900000000000|Condo||
2010-09-21|Villeray / St-Michel / Parc-Extension|| 1928|144000|-73.635682600000000000||||207616|8597 Foucher|45.547144500000000000|Condo||
2010-12-18|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 2001|314000|-73.555975200000000000||1|83.61|208323|1566 Logan|45.522733200000000000|Condo||
2010-12-29|Villeray / St-Michel / Parc-Extension|2||599000|-73.623001800000000000||1||208265|7825 St-Hubert|45.544977800000000000|Triplex||
2010-10-16|Le Plateau-Mont-Royal|2| 1910|285000|-73.576186600000000000||1|111.48|208619|3701A rue Ste-Famille |45.512503400000000000|Condo||
2010-09-28|Villeray / St-Michel / Parc-Extension|2| 1925|249000|-73.626878200000000000|6|2|109.25|208611|7912A Drolet|45.541070600000000000|Condo||
2010-10-01|Rosemont / La Petite Patrie|3| 2005|580000|-73.566820300000000000||1|148.64|205404|4718 7e avenue|45.546314000000000000|Maison en rangée / de ville||
2010-10-21|Rosemont / La Petite Patrie|3| 2002|415000|-73.566350200000000000||2|104.05|204992|3220 Claude-Jodoin|45.547727300000000000|Maison en rangée / de ville||
2011-03-28|Côte-des-Neiges / Notre-Dame-de-Grâce|3| 1925|329000|-73.637323379516600000||2| 113.70|174970|5497 Coolbrook Avenue|45.485620466860880000|Condo||
2010-11-24|Mercier / Hochelaga / Maisonneuve|3||499000|-73.530556600000000000||1||200875|1439 Rue Viau|45.557596800000000000|Triplex||
2010-08-24|Mercier / Hochelaga / Maisonneuve|1| 1992|199000|-73.547374000000000000||1||200479|2576 Bennett #2|45.557835600000000000|Condo||
2010-09-24|Ahuntsic / Cartierville|||549000|-73.646317600000000000||4||199629|9089-9089a-9091-9093, rue Henri-Julien|45.546273200000000000|Triplex||
2010-09-01|Ahuntsic / Cartierville|3| 1949|309000|-73.658148700000000000||1|117.99|199527|10051 Berri|45.551476800000000000|Maison 2 étages||
2011-06-05|Ville-Marie (Centre-Ville et Vieux Mtl)|| 1935||-73.572456836700440000|6|1|98.94|207307|1370 Overdale|45.495022008284100000|Condo||
2011-04-15|L'Ile Des Soeurs|1|||-73.538446426391600000||1||204977|60, rue Berlioz|45.464645615333300000|Condo||
2010-11-07|Pointe-Aux-Trembles / Montréal-Est|2| 2007|199900|-73.503589800000000000||1| 98.10|197373|2067 53e avenue, app. #3|45.672063700000000000|Condo||
2010-08-05|Rosemont / La Petite Patrie|3||589000|-73.586039543151850000||1||195584|5981, 1 ière avenue|45.548257749505390000|Triplex||
2010-08-25|Rivière des Prairies|2| 2007|189000|-73.562669200000000000||1||195116|9942, boulevard Perras|45.659316400000000000|Condo||
2010-09-28|Saint-Laurent|3||780000|-73.703235200000000000||2||207101|1633-1635-1637 Rue Alexis Nihon|45.511263300000000000|Triplex||
2010-11-03|Côte-des-Neiges / Notre-Dame-de-Grâce|3| 1910|727000|-73.618217900000000000||2|153.85|206881|3840 ave Oxford|45.472792500000000000|Maison 2 étages||
2010-07-21|Lachine|1| 2004|164900|-73.664178000000000000||1|66.98|195117|795, 1 ere avenue, app. 413|45.444013000000000000|Loft||
2010-08-01|Mercier / Hochelaga / Maisonneuve|2| 2007|244900|-73.542758700000000000||1|102.19|195843|2115, avenue Desjardins, condo 5|45.551776100000000000|Condo||
2010-10-05|Ahuntsic / Cartierville|2| 2005|207000|-73.678564800000000000||1| 82.10|195146|1540 Boulevard henri bourassa App. 211|45.537397600000000000|Condo||
2010-07-31|Lachine|2||339000|-73.708779600000000000||1||197722|2-4666, Richard Hewton|45.437783700000000000|Condo||
2010-09-26|Rosemont / La Petite Patrie|2| 1989||-73.562008600000000000||1||200376|4201, St-Michel, app. 210|45.547817800000000000|Condo||
2011-01-30|Lasalle|1| 2000|227000|-73.611205800000000000||1|85.94|200134|7108 Marie-Rollet|45.444624000000000000|Condo||
2010-11-16|Rosemont / La Petite Patrie|2| 1945|585000|-73.616019300000000000||1|167.23|175472|69 Avenue Beaumont|45.531726900000000000|Loft||
2010-08-18|Saint-Laurent|2| 1998|279000|-73.708713700000000000||1|91.97|194581|2675, boulevard Poirier, app. 201|45.509930300000000000|Condo||
2010-11-25|Rosemont / La Petite Patrie|2| 1998|449900|-73.562589000000000000||1|111.67|205773|3567 Mont Royal Est|45.551193400000000000|Maison en rangée / de ville||
2010-10-12|Mercier / Hochelaga / Maisonneuve|2| 2007|289000|-73.537954800000000000||2|83.61|198972|2015 Aird # 407|45.555718300000000000|Condo||
2010-09-17|Ville-Marie (Centre-Ville et Vieux Mtl)|2| 1987|227000|-73.557200431823730000||1|72.19|198766|1090 Rue Berri Suite 30|45.513307270928620000|Condo||
2010-09-18|Rosemont / La Petite Patrie|2| 2003|298500|-73.580058100000000000||1||199550|3005 Holt app 3|45.550408900000000000|Condo||
